Created on,Problem,Solution,Priority,Skill Level, Estimated Cost of Repair - amount ,Status,Funding,Date Completed, Final Cost of Repair/Investment - amount ,Community,Volunteer or Groups,Contractor
2016-11-22 12:50,Water pipes can freeze. Right now Mary lets the water run but needs pipe insulation.,Install foam wrap-around insulation on water lines. 1” and 1 ½” lines,Urgent,, $24 ,Archived,,,,Meadow Fork,Holy Trinity,
2016-11-22 12:50,ceiling tiles are falling. The kitchen ceiling has 12’ x 12” tiles; Tim thinks they could be asbestos. There is a fluorescent light fixture on the ceiling.,"Test tiles for asbestos. Remove light fixture. Be careful because the fluorescent tubes contain mercury and could release it if broken. If you can find the ceiling joists and determine if they can hold the weight, Put a layer of 3/8 drywall over the top. Mud, Tape, finish and paint. Re-install or replace light fixture. The kitchen is 135 square feet.",High,, $90 ,Archived,,,,,,
2016-11-22 12:48,Missing gutters on front side of house.,"Install gutters. Need 42’, 1 downspout, black pipe. Need downspout and black pipe for porch drainage.",High,, $130 ,Complete,,2018-07-20,,Meadow Fork,Holy Trinity,
2016-11-22 12:46,No gutters on back side of house,"Install gutters. Need 65’. Make the high point in the middle. Install downspouts and black pipe on either end, and drain away from house.",High,, $229 ,Complete,,2018-07-20,,Meadow Fork,Holy Trinity,
2016-11-22 12:44,Kitchen sink faucet has a  leak. The cold water and hot water supply to it has a small leak. The countertop is damaged. The cabinet has water damage. The leaks have caused part of the subfloor to rot. If you go underneath the house you can see the rotten place around where the water lines go up to the sink area.,"Shut off water. Remove faucet. Remove sink. Remove old water lines and drain lines. Remove cabinet. Cut out rotten floor and install new plywood.  Repair cabinet with a piece of plywood. Reinstall cabinet. Install new countertop, new  sink and new faucet. Install new water lines and drain lines.",High,, $204 ,Archived,,,,,,
2016-11-22 12:40,"The shower surround is leaking and water is getting around and underneath it, and could damage the floor. The drain may be leaking. There is also a leak in the water line underneath the house in this location.","New surround. Owner requests tub/ shower surround  (currently only a shower). The shower surround is now 33 ½” 48”. However, if the plumbing was moved and the chase around it was removed, you could fit a tub in there because then the opening would be 62 ½” instead of 48”. It would be cheaper, however,  to just replace the shower surround. Repair leak under the house.",High,, $445 ,Archived,,,,,,
2016-11-22 12:32,no smoke/ CO detectors,install,High,, $20 ,Archived,,,,Marshall,,
2016-11-22 12:31,Some outlets don’t work. Breaker sometimes trips.,Replace outlets; Get electrician to check it out,High,, $20 ,Archived,,,,Marshall,,
2016-11-22 12:29,Toilet leaks. She keeps the water turned off to it. Floor seems sound but check it for water damage during toilet replacement.,Replace wax ring and possibly toilet. Note- tile floor,High,, $100 ,Archived,,,,Marshall,,
2016-11-22 12:26,Gutters do not drain properly. They are not sloped enough towards the downspouts. They hold water and that may be part of the reason why water is getting in the walls.,"The existing gutters are in decent shape, and could possibly be re-used. There is only one downspout on each side of the roof for an 80’ long trailer, which is not sufficient. Reinstall the gutters (or get new ones), making the high point in the middle. Add another downspout on either side with black drainpipe.  Get quote from Joe at Mars Hill Hardware. He has worked with volunteers before.",High,, $200 ,Archived,,,,Marshall,,
2016-11-22 12:24,Roof is leaking especially around skylights,"An attempt could be made to patch the roof; it looks like some leaks are happening around the roof penetrations. However, the shingles are at least 20 years old and a new roof is probably needed. The roof is approximately 1280 square feet.",Urgent,High," $1,800 ",Archived,,,,Marshall,,
2016-11-22 12:22,"Wall has started to rot. The bottom plate and the studs are damaged. The water is probably getting in because of a roof leak, and/ or lack of overhang on the roof. The vinyl siding on the outside of the trailer on the other side of the wall where the leak is is stained black.","Fix the roof and gutters. Then tear out the bad section of the wall and floor. Be cautious of wiring that could possibly be in the walls.  Replace the damaged framing. There is a hardwood floor here, hopefuly you won’t have to replace the subfloor. The trailer is framed with 2x4’s on 16” centers. Mary has some bead- board paneling to cover the walls",Urgent,, $63 ,Archived,,,,Marshall,,
2016-11-22 12:02,CO detector needed.,Install CO detector.,High,Low, $20 ,Complete,,,,Meadow Fork,,
2016-11-22 12:00,"Gutters clogged, trash in gutters.",clean,Low,, $-   ,Complete,,,,Meadow Fork,,
2016-11-22 11:55,Missing or damaged screens on some windows,Make screen frame from scrap material and a roll of screen. Use the existing homemade frame for reference.,Low,, $50 ,Complete,,,,Meadow Fork,,
2016-11-22 11:53,New Flooring requested in two bedrooms,Install new flooring.  Bedroom 1- 156 sft. Bedroom 2- 72 sft.,High,, $456 ,Complete,,,,Meadow Fork,,
2016-11-22 11:43,The exterior vinyl soffit material is dirty,Clean old soffit material or replace with new . Reinstall material that has fallen out.,Low,, $230 ,Archived,,,,Meadow Fork,,
2016-11-22 11:38,The crawlspace is moist and there is some mold on the black insulation covering.,Install 6 mil plastic on ground. Install unfaced r19 insulation where it is missing. Crawlspace dimension is approx.. 1320 sf.,Low,, $228 ,Archived,,,,Meadow Fork,,
2016-11-22 11:36,"drywall repair, paint needed in bathroom","Patch drywall, paint .A small (12” x 12”) section was damaged   due to an old roof leak (now fixed).",High,, $15 ,Archived,,,,Meadow Fork,,
2016-11-22 11:34,insulation falling out,"Staple back, add insulation where needed.",High,, $30 ,Complete,,,,Meadow Fork,,
2016-11-22 11:29,Dryer vents directly out onto wall . Could be a fire hazard.,"Install a new dryer vent. Run it through the floor, through the crawlspace, and to the outside. Approx. 10’ of 4” ductwork needed.",High,, $23 ,Complete,,,,Meadow Fork,,
2016-11-22 11:27,Needs a storm door,Replace storm door,High,,,Archived,,,,,,
2016-11-22 11:26,siding rotting at back deck,"~~Remove back deck~~. Remove bad siding. ~~Inspect and repair framing as necessary.~~ Install flashing .Replace siding(T-111). Paint siding.. Re-build deck, possibly reusing some of the old Pressure-treated materials. Build back a (6’x10) deck. Material estimates below are for a bigger deck size (6x16). Build steps, or reuse the recently built set. Build hand rails and guard rails. Height of existing deck is 36”. Build the deck free- standing (not attached to house). Make it slope away from the house 1/8” per foot. Also, make the deck about 7"" lower than the doorway to facilitate the eventual building of a roof. Build a roof over it to prevent further rot(Roof metal can be ordered from DT Ramsey Lumber Co. 656-2754. Pangle’s construction, which includes a sawmill, is nearby .828-380-9892",High,High, $895 ,Complete,,2018-12-03,,Meadow Fork,"Grace Church Cathedral/ St. Pauls;
Holy Trinity",
2016-11-22 11:26,Needs covering over front door,Build a front covering – 8’X10’,High,,,Archived,,,,,,
2016-11-22 11:21,sewage leak,"Remove 1-2 pieces of vinyl underpinning from front of house. Remove waste with shovel and wheelbarrow. Put down plastic. Clean pipe and re- glue, or replace drain pipe.",Urgent,, $34 ,Complete,,,,Meadow Fork,,
2016-11-22 11:18,"Window glazing fallen out, some broken","Install glazer points and window putty. These are old, uninsulated single panes but could be fixed.",High,,,Complete,,,,Grapevine,,
2016-11-22 11:18,No insulation in floor or walls,Install insulation (Rigid foam in floor) stud/joist spacing unknown,High,,,Archived,,,,Grapevine,,
2016-11-22 11:16,Rotten siding,"Install new and paint, siding is ¾” thick by 5 ½” wide",High,,,Complete,,,,Grapevine,,
2016-11-22 11:14,Front porch needs repair,"Patch hole with ¾ ext. plywood, repair steps. Fix w/6’ long PT 2x12 treads, 1x6 risers",High,,,Archived,,,,Grapevine,,
2016-11-22 11:13,kitchen cabinets need replacing,install or build new cabinets,High,,,Complete,,,,Hwy. 19,,
2016-11-22 11:13,need new interior doors,install 2 interior doors,High,,,Archived,,,,Hwy. 19,,
2016-11-22 11:12,Breaker trips a lot,Install new circuits and breakers,Urgent,,,Archived,,,,Grapevine,,
2016-11-22 11:12,Remove Stove,Wood Burning Needs To Be Removed.,High,, $-   ,Complete,,,,Hot Springs,,
2016-11-22 11:12,outbuilding falling,shore up,High,,,Archived,,,,Hwy. 19,,
2016-11-22 11:11,Back porch needs repair and ramp,"Fix rotten boards, install wheelchair ramp and handrail",High,,,Complete,,,,Grapevine,,
2016-11-22 11:11,rotten siding,replace T-111 at addition,High,,,Complete,,,,Hwy. 19,,
2016-11-22 11:11,Roof leaks around walls.,Install insulation and roofing membrane.,High,," $2,500 ",Complete,,,,Hot Springs,,
2016-11-22 11:10,no smoke or CO detector,install smoke and CO detector,High,Low, $40 ,Complete,,,,Hwy. 19,,
2016-11-22 11:09,Leaking Roof,"New roof, existing is metal",Urgent,,,Archived,,,,Grapevine,,
2016-11-22 11:08,Interior door requested.,Install door - 32' wide,High,, $61 ,Archived,,,,Hot Springs,,
2016-11-22 11:07,needs ceiling drywall repair and painted,"repair drywall, paint after roof replacement",High,,,Archived,,,,Hwy. 19,,
2016-11-22 11:05,Gutters have no down spouts.,Install downspouts and black pipe to direct water away from house.,High,, $128 ,Archived,,,,Hot Springs,,
2016-11-22 11:05,windows won't close,re-work windows,High,, $50 ,Archived,,,,Hwy. 19,,
2016-11-22 11:02,missing insulation under trailer,install insulation,High,, $285 ,Complete,,,,Hwy. 19,,
2016-11-22 11:02,Window replacement requested,"Replace 2 windows. There is a company in Newport,TN that makes windows(Cocke County Glass & windows 423-623-7338).. One is 39 ¼” high, 46”wide.The other is 20 ½” high, 46” wide.",High,, $200 ,Archived,,,,Hot Springs,,
2016-11-22 10:59,missing/bad underpinning,install new underpinning,High,, $450 ,Complete,,,,Hwy. 19,,
2016-11-22 10:57,roof leak,Re-roof trailer with rubber membrane with rigid insulation,High,," $3,000 ",Complete,,,,Hwy. 19,,
2016-11-22 10:57,Owner finds it difficult getting in and out of tub,Requests shower unit. There is room to put one in 48” x 48” when the left sink is removed. 2x4 walls will have to be built.,High,, $710 ,Complete,,,,Hot Springs,,
2016-11-22 10:52,Rotten place in bathroom floor.,"Remove plywood, check joists for rot,replace plywood.  Use ¾ plywood",High,, $44 ,Complete,,,,Hot Springs,,
2016-11-22 10:48,"One sink is cracked, the other's faucet has problems",Make 1 good sink from 2 bad sinks,Low,, $-   ,Complete,,,,Hot Springs,,
2016-11-22 10:46,Sketchy lights and wiring,Replace or fix- contact electrician,Urgent,, $-   ,Complete,,,,Hot Springs,,
2016-11-22 10:44,Rotten Sill,Tear out and replace with pressure treated,High,, $74 ,Archived,,,,Hot Springs,,
2016-11-22 10:43,Rotted wall behind the Monitor heater.,"Demo rotted area, watch out for the copper fuel line. Reframe and reinsulate, rehang paneling.",Urgent,High, $600 ,Complete,,,,Sandy Mush,Shadyside (Pittsburgh),
2016-11-22 10:40,There is a weak place in the corner of one bedroom. This is probably due to the roof leak traveling down the walls to the floor.,"Remove flooring in this corner, replace damaged subfloor, reinforce joists, add new plywood, talk to Louella about new flooring in this room.",High,, $38 ,Complete,,,,Sandy Mush,,
2016-11-22 10:38,The furnace stack will probably have to be moved or replaced because of the new roof height.,"According to the homeowners, Community Action did some repairs to the duct work a while back. The furnace still works but I am not sure about the height of the chimney stack. Since the roof will be 1 1/2 “ higher it may interfere with the intake?",Low,,,Archived,,,,Sandy Mush,,
2016-11-22 10:35,Roof is leaking. Several dark stains are visible on the ceiling inside.,"This roof is a standard singlewide metal roof, but two porch additions have been built on. Both porch roofs(metal) extend above the trailer roof (see photos). This will require some extra work to make sure the roof doesn’t leak between the porch and the main part of the roof. Also, the furnace stack may need to be moved(see below).       The roof is 52 ½’ x 12’. There are 5 vents that are 3” in diameter with metal “hats” over the top. There is a 5” chimney (this is probably a bathroom fan). The furnace stack is about 12” in diameter.",Urgent,," $2,400 ",Complete,,2018-05-07,,Sandy Mush,,Allen Schular Construction
2016-11-22 10:27,Vinyl underpinning needs repair,Repair,High,, $16 ,Archived,,,,Marshall,,
2016-11-22 10:26,Needs railing on back porch,Repair,High,, $86 ,Archived,,,,Marshall,,
2016-11-22 10:21,Floor at rear door and bedroom rotted,Repair,High,, $70 ,Archived,,,,Marshall,,
2016-11-22 10:12,Trailer roof leaking,Kool-seal-caulk-cracks,High,, $120 ,Archived,,,,Marshall,,
2016-11-22 10:08,All windows leak,Rescrew+caulk,High,, $39 ,Complete,,,,Marshall,,
2016-11-17 15:23,"Old attic access hole in the ceiling needs to be closed up, patched, and painted.","Patch with 3/8 drywall, tape, mud, and paint",High,, $28 ,Archived,,,,Big Laurel,,
2016-11-17 15:20,Gutters need work and cleaning.,"I recommended removing gutters on downhill side because they are high up and hard to clean. Edna wants another downspout on the other end of the front gutter. One section of gutter is starting to fall, they all need cleaning.",High,, $50 ,Archived,,,,Big Laurel,,
2016-11-17 15:17,Range hood boot is leaking,This may be another condensation issue; replace boot anyway ( 4”). Note- steep roof,High,, $20 ,Archived,,,,Big Laurel,,
2016-11-17 15:15,"Sink does not drain quickly. Ground gets wet around one place in the yard. Edna says that the sink drain is not plumbed into the septic drain, but rather into the pvc drainpipe that drains the French drain behind her house.","Find the other end of the drain (it drains into a corrugated pipe that then goes to the creek). Make sure it is not blocked up ( you could snake it or dig it up. Plumb the kitchen sink drain into the septic. Everything is pvc , various sizes",High,, $50 ,Archived,,,,Big Laurel,,
2016-11-17 15:13,Water leaks through Bathroom fan.,"The fan is inaccessible through the attic; you would have to take it apart from below, or even take a piece of metal off the roof. Caution- skilled job. You cannot see the ceiling joists because everything is covered in blown insulation. Baffles must be installed correctly.",High,,,Archived,,,,Big Laurel,,
2016-11-17 15:11,strange leaks around heating vents,"She had a new heating system put in a year ago. It is a modern HVAC system and the main unit is up in the attic. Edna says the contractor was TD Builds- Tony Dickenson. The system ductwork looks good, there is tons of blown-in insulation, but she says that when it gets cold, water comes out of the heat vents. The roof is around 10 years old and looks good from the top; no obvious leaks. The only thing I can think of would be excessive condensation in the attic space. She has 2 gable vents but they are small and may not be enough. The edges where the eaves are, are blocked up by insulation, so there may not be enough ventilation.

First, Get HVAC man to look at it. Create a way on the eave sides to allow air to circulate.You can get those thin foam insulation baffles (check rafter spacing). I told Edna to keep an eye on it and try putting a fan up there to circulate air and reduce condensation.",High,, $200 ,Archived,,,,Big Laurel,,
2016-11-17 15:09,"A storm back in the spring knocked over several power poles going up to Edna’s house.The power company came and fixed the poles. The electricity works fine in the home, but when the poles fell the weatherhead, which goes through the roof, bent. The roof penetration is now leaking and the weatherhead leans over. FBEMC (Power co.) will not pay for a new weatherhead. Edna says that water is now leaking onto her porc and beneath into the basement where her pressure tank is.","Have FBEMC turn off the power and get an electrician to install a new, galvanized metal weatherhead. Install a new boot around it and seal with caulk. If it is going to be a long time before the electrician can get there , apply roofing cement around weatherhead penetration. Note- the current weatherhead sticks up beyond the roof about 50”. A shorter weatherhead would be better. You may have to remove some siding frosm the porch ceiling and reinforce the framing",High,, $623 ,Archived,,2018-04-24,,Big Laurel,,"Wallin Electrical, LLC"
2016-11-17 14:51,Deck is aging and slick when wet,Owner requests pressure wash and stain deck and ramp,Low,Low, $-   ,Archived,,,,Marshall,,
2016-11-17 14:50,Pane of glass needed for kitchen window. There are several windows in the house that are single pane. Some have storm windows.,Mars Hill Hardware will cut single pane glass. Get measurements.,High,, $-   ,Complete,,,,Marshall,,
2016-11-17 14:49,Sherlena has been having problems with her septic system. She says that when she does several loads of laundry the system overflows and comes up out of her recently- installed cleanout accompanied by a foul odor.,"Sherlena had some work done last year on her system by Carter Septic. Copies of Carter’s receipt and the original septic paperwork from 1970 are with the photos. The system was pumped out and a  new riser kit and cleanout were installed.  Despite the work,  the system still overflows. Since the tank and drainfield are old, they are probably failing. A new system is probably needed. Call  Vivian at the health Dept. to get a septic permit.",Urgent,," $6,000 ",Complete,,,,Marshall,,
2016-11-17 14:32,No CO detector,install CO detector,High,Low, $20 ,Archived,,2018-06-26,,Hot Springs,Grace Church Cathedral/ St. Pauls,
2016-11-17 14:30,Client requests new paint on the bedroom walls. In this room some of the ceiling tile is falling down. There is also a hole in the wall in the corner of the room.,White paint requested. Repair ceiling tiles. Repair paneled walls.,High,Low, $43 ,Archived,,2018-06-26,,Hot Springs,Grace Church Cathedral/ St. Pauls,
2016-11-17 13:57,A side room could use laminate flooring,replace floor. 95 sqft.,High,High, $190 ,Archived,,,,Hot Springs,,
2016-11-17 13:53,A living room has some worn- out linoleum. This room has acoustic ceiling tiles that are starting to fall down. Ceilings could also use paint.,The ceiling tiles should be fixed first. Some repairs have been made using special screws to re-fasten the tiles. I have not done this particular repair. Install laminate flooring. 185 square feet. Paint ceiling.,High,High, $395 ,Archived,,,,Hot Springs,,
2016-11-17 13:49,Kitchen wall need to be painted. Room is dark.,Paint walls a light color. Use low VOC paint.There is also an eye missing on the stove.,High,Low, $54 ,Archived,,2018-06-26,,Hot Springs,Grace Church Cathedral/ St. Pauls,
2016-11-17 13:46,no gutters on back of house,Install gutters and a downspout. Use big gutters that hold a lot of water. The downspout can drain into a solid corrugated black pipe that would go beside the house and down hill. Note- the ditch has already been partially dug.,High,High, $150 ,Archived,,2018-06-26,,Hot Springs,Grace Church Cathedral/ St. Pauls,
2016-11-17 13:41,"The next door neighbor, Robert, is having septic issues. This affects Jackie because the drain field is in her back yard.","Glen says he will talk to Robert, who is renting  a single wide next door from this family, about getting help from CHC with this problem. It sounds like a new drain field is needed.  Jackie’s house is on the Hot Springs town sewer system and there is nothing wrong with her septic. The mobile home, however, is not. According to Glen, efforts to run the mobile home septic into the town sewer have been unsuccessful due to politics.",Low,High, $251 ,Archived,,,,Hot Springs,,
2016-11-17 13:30,"The front steps are steep. Although Jackie seems quite mobile at this point, Glen has requested a ramp. The deck height is 31”.",Build a ramp. Include hand rails. You will probably want to start off with a landing then turn 90 degrees and come the rest of the way down. If you go straight out the ramp would go into the parking area. Please follow the building code for ramps. The ramp cannot be steep. It should only drop one inch for every 1 foot of length. Therefore the ramp will have to be 31 feet long. Get a copy of the building code for ramps. The landing should also slope gently away from the house . Make it 48” wide.,High,High, $199 ,Archived,,,,Hot Springs,,
2016-11-17 13:23,Roof metal is probably over 50 yrs old.,Glen recently added a black roof coating over the whole roof. He says it does not leak now but a new roof will be needed soon because that stuff probably won’t last long. The roof looks like about a 5/12 pitch. There is a 16” x 16” masonry chimney and a 3” plumbing vent. 1461 square feet.,Low,High," $1,387 ",Archived,,,,Hot Springs,,
2016-11-17 13:13,Porch will need a rebuild soon.Deck boards and some framing should be replaced. Paint is peeling on the porch and on the posts.,"Boards are 6’ long 1x6 yellow pine material. Replace boards,Reinforce or replace some or all framing, paint.",High,High, $450 ,Archived,,,,Hot Springs,,
2016-11-15 21:58,No CO detector,Install CO detector,High,Low, $20 ,Archived,,,,Hot Springs,,
2016-11-15 21:58,Insulation is missing under the trailer,Replace insulation. Joists are 2x6 on 16” centers,High,, $200 ,Archived,,,,Hot Springs,,
2016-11-15 21:56,Water line leak,There is a steady drip under the house. It is in the supply to the unused bathroom. If this end of the house gets closed off you could just plug this.,High,, $20 ,Complete,,,,Hot Springs,,
2016-11-15 21:51,Back door knob not working properly,Move the strike plate or replace knob,High,, $10 ,Complete,,,,Hot Springs,,
2016-11-15 21:50,Front door is hard to open and close.,This could be because the trailer appears to be settling. You could take off the weatherstripping from the bottom of the door.,High,Low,,Archived,,,,Hot Springs,,
2016-11-15 21:48,Bathroom needs work,"The second bathroom , although serviceable, needs work. The tub drain is loose and there is a soft place in front of the lavatory. 54 square feet  Repair soft spot. Remove floor covering, repair plywood. If time and money permits, a new shower/tub surround should be installed as the old one’s drain has leaked and could be causing floor damage. It is also showing signs of wear. New floor covering needed. Handicap access should be considered.",High,,,Complete,,,,Hot Springs,,
2016-11-15 21:40,The power pole where the meter box is attached is leaning and propped up with a forked stick. Power still works.,Progress Energy serves this area. They are responsible for the meter but not the pole. They would turn the power off at the transformer and an electrician would have to repair the pole. Get an electrician to look at this job.,Urgent,,,Archived,,,,Hot Springs,,
2016-11-15 21:37,"A bedroom is unusable due to bad floors. There is a lot of clutter in this room. The bathroom next to it is has not been used in a long time. Water is still hooked up, but I saw no leaks in there.","Repairing these 2 rooms would require taking all the stuff out and replacing all the subfloor in both rooms. Bedroom needs flooring, bath would need a complete remodel. Doing all this would be very time consuming and expensive, so I think the simplest thing to do here is to close off this bedroom and the adjacent bathroom. Connie has offered to help remove stuff from these 2 rooms and take to the dump, but she will need help. Use extreme caution because the floor is unstable. Since So-So lives by himself these rooms are not necessary. Take the old, unused furnace out and a put a new hot water heater in that closet ( the old one, circa 1992, leaks).",High,, $800 ,Complete,,,,Hot Springs,,
2016-11-15 21:35,"Back deck unsafe. There is an old, unattached set of metal steps here.","Tear down and rebuild a free standing deck, with ramp or steps. This deck is4’ x 8’. Build rails.",High,, $519 ,Complete,,,,Hot Springs,,
2016-11-15 21:33,The front porch posts are leaning noticeably. The porch roof leaks where it is attached to the trailer. Water is getting into the walls as a result. The porch floor slopes towards the home noticeably. This roof has been Kool sealed. No leaks were reported except for where the porch roof joins. So So will eventually need a membrane.,"Tear off porch roof. Tear down deck. Some material can be reused. Rebuild a free standing deck that is 12’ x 6”so that you can build enough slope into the roof. The storm door must be able to open, so make sure it doesn’t hit the rafters. Build a properly sloping ramp, guard rails and hand rails. Independent Living could be a good resource. The porch is 16’ x 8’. Deck height is 37” at the highest point. Rebuild porch roof. Reuse old metal roofing.",Urgent,,,Complete,,,,Hot Springs,,
2016-11-15 15:55,no CO detector,install CO detector,High,Low, $20 ,Archived,,,,Hwy. 19,,
2016-11-15 15:53,Client requests removal of an old AC unit.,Remove AC and install a storm window (on site).,High,, $-   ,Archived,,,,Hwy. 19,,
2016-11-15 15:52,Client requests new screen door,Existing door slab is 29 ¼” x 80”,Low,Low, $120 ,Archived,,,,Hwy. 19,,
2016-11-15 15:50,vinyl siding is dirty,Wash. Use ladder and a bucket of soapy water with a scrub brush.,Low,Low, $20 ,Archived,,,,Hwy. 19,,
2016-11-15 15:48,One window needs replacement. It has peeling l paint (more than likely lead) on it and a broken storm window.,"Order a window from Mars Hill Hdw. that will fit a 27 ¾” x 55” rough opening. Re-trim, possibly using existing trim.Vinyl J- channel surrounds this window.",High,, $150 ,Archived,,,,Hwy. 19,,
2016-11-15 15:45,Windows need work. Broken panes should be replaced. Some of the screens have come loose or don’t fit right.,"Phyllis has 4 storm windows sitting on her porch. These can be used to replace the broken ones. 2 broken ones are around back.,one needs a new pane, about 5 ½ “x 24”. Mars Hill Hardware can cut panes of glass.",High,, $40 ,Archived,,,,Hwy. 19,,
2016-11-15 15:43,Outdoor spigot requested for garden irrigation,T into water line. Phyllis will show you where.,Low,Low, $70 ,Archived,,,,Hwy. 19,,
2016-11-15 15:39,one monitor heater needs work,"Phyllis says it needs an ignitor( $80). She has a guy who worked on her stove before but can’t recall his name. She has another monitor that is hooked up, on loan from her brother. He will need it before winter.",Urgent,High, $80 ,Complete,,,,Hwy. 19,,
2016-11-15 15:36,wobbly ceiling fan,"Turn off power. Take off top piece of trim and inspect electrical box. It should be metal, securely attached to framing. Reinforce framing and box if needed.",High,, $6 ,Archived,,,,Hwy. 19,,
2016-11-15 15:33,Kitchen sink leak. One or both sides of a shut off valve has a leak. Floor weak under the sink.,"Turn off water and fix leak. This is ½” copper line. Access possible from below, in basement. Floor is damaged underneath the sink and should be repaired. Tear out rotten material and replace with ¾ plywood. Jigsaw needed.",Urgent,, $60 ,Complete,,,,Hwy. 19,,
2016-11-15 15:06,Tile requested in kitchen,new kitchen flooring. 320 square feet,Low,, $450 ,Archived,,,,Grapevine,,
2016-11-15 15:05,Audrey requests ceramic tile in bathroom,"She has some tile and mortar, but not enough. The room is 59 square feet. She has 37 square feet of tile and a small bag of mortar.",Low,, $150 ,Archived,,,,Grapevine,,
2016-11-15 15:04,New flooring requested in bedroom.,replace flooring 160sqft,Low,, $320 ,Archived,,,,Grapevine,,
2016-11-15 15:03,New floor covering needed in living room. The old stuff is peeling up,350 square feet of laminate flooring. Follow directions for concrete floor installation.,Low,, $700 ,Archived,,,,Grapevine,,
2016-11-15 15:01,Leaky old windows,"Replace windows to improve energy efficiency. The low cost solution is to replace only the broken panes. There are three window panes that are broken. Measure and have the glass cut at Mars Hill Hardware (689-2818).

The windows in this house are all single pane. There are 12 windows that are 48” x 48”. One window in the living room is 48” x 96”. Measurements are approximate.",High,, $50 ,Archived,,,,Grapevine,,
2016-11-15 14:58,Roof leak,"A new roof is needed. There are a couple of leaks on the porch and a couple of leaks inside the house. The roof is old 5V metal. It is 2100 square feet. There are a couple of pitches on it, my guess is 3/12 and 5/12 (not too steep). There are two chimneys and a couple of plumbing vents.",Urgent,," $1,876 ",Complete,,,,Grapevine,,
2016-11-15 14:44,Porch Gate needs work. There is a spring and the latch broke.,repair gate,Low,, $74 ,Archived,,,,Hot Springs,,
2016-11-15 14:43,There is a shed door out back that is off its hinges and needs to be replaced.,You will have to create a rough opening by attaching treated material to the existing concrete opening. Use Tap-cons or cut nails. Build a new door that will fit the opening and hang it. Caulk and paint. Use old hinges. The existing opening in the concrete building is 28 1/2” x 57”. ¾” plywood and 1x4’s could be used. Install knob or rustic door closer.,Low,, $131 ,Archived,,,,Hot Springs,,
2016-11-15 14:40,There is some damage to the soffit material. Several pieces are rotten. Birds are nesting in her attic as a result.,"Repair soffit material with plywood. There are several places around the home that need this type of repair. On one corner, add a piece of metal flashing to stop water infiltration. Caulk and paint.",High,, $69 ,Archived,,,,Hot Springs,,
2016-11-15 13:36,"Electrical problems. Ceiling fan wire is not connected. In one kids' room, there is a fan that got covered up with duct tape. Looks like this room used to be a bathroom.The fan still runs. An outlet in the living room dosen't work. A switch in the bedroom does not work. No breakers","Rewire fan, replace if bad. Remove the fan in the kids' room. Install an electrical box with a cover. Replace drywall etc. Fix outlets and switches.",High,,,Complete,,,,Marshall,,
2016-11-15 13:34,House is close to busy road and it is dangerous for kids to play outside,"install fence and gates. Consult homeowners about the type of fence, gate, etc.Note this job has not been priced.",High,,,Complete,,,,Marshall,,
2016-11-15 13:32,Floor is spongy in front of kitchen sink,"remove old floor covering, subfloor. reinforce joists, install new plywood, install new floor covering. Note that this might be a good way to access the drain pipes under the trailer. Most old trailers have 5/8"" press-board as subfloor material, but this should be checked.",High,,,Complete,,,,Marshall,,
2016-11-15 13:28,Coons getting under house,Seal up crawlspace,High,, $4 ,Complete,,,,Marshall,,
2016-11-15 13:27,Missing insulation under house,Install r19 unfaced 24” fiberglass,High,, $160 ,Complete,,,,Marshall,,
2016-11-15 13:26,Roof cement around chimney is cracked.,Re-tar,High,, $18 ,Complete,,,,Marshall,,
2016-11-15 13:24,One downspout drains onto the wall/foundation.Existing gutters are clogged,"Install 24’ of gutters, rerout drainpipe, add downspouts and drain pipe . insure drains are working right .Clean gutters.",High,, $85 ,Archived,,,,Marshall,,
2016-11-15 13:22,"Child’s bedroom has peeling, damaged paneling due to an old leak. Peeling paint tests negative for lead.","Replace paneling, paint. Check for damage underneath.",High,, $38 ,Archived,,,,Marshall,,
2016-11-15 13:19,"Bathroom tile cracked, suspected floor damage. Old shower unit probably leaks . Adjacent closet has shown water damage underneath the wall.

Vanity faucet old, leaks.

Bathroom is about 50 sq. feet","Tear up old tile and check for floor damage. Repair damage, replace plywood, and replace floor covering. Replace shower unit (36” x 36”). . Repair & replace plywood. Replace floor covering. There are no obvious holes here, but due to the cracked tile and “give” in the floor, this probably needs doing.",Urgent,," $2,000 ",Archived,,,,Marshall,,
2016-11-15 13:18,Air leaks thru window. A satellite cable has been run thru the window opening so that it won’t close.,Drill hole in wall and re-run cable thru. Caulk holes.,High,Low, $4 ,Complete,,,,Marshall,,
2016-11-15 13:15,"single pane trailer windows are not energy efficient.

Note- these windows are in a spare room and have plastic over them. Room is currently unheated.","Replace trailer windows with double pane insulated ones.

1\. 41”high x 32” wide(including metal flange.)

2\. 54 ¾” high x 24” wide (including metal flange.)

3\. 36” high x 24” wide (not including flange).

4\. 2 @ 52” high x 24” wide (rough opening). .",Low,, $500 ,Archived,,,,Marshall,,
2016-11-15 13:13,New deck needed for access around back.,Build a free standing deck approx. 4’x4’. Drop the deck floor down about 6” below the door threshold. Slope the deck away from the house. Build steps and handrails. Height of door threshold approx.. 36”.,High,,,Complete,,,,Marshall,,
